vendor,month,bucket_total,current_placement,xoro_says,match,diff_moves,unmapped,no_signal,action
"Freelancer",2026-03,"$2,594.47","6130 Contractors: $186.27; 6723 Website Ad Creation Expense: $2,408.20","6723 Website Ad Creation Expense: $2,408.20","$2,408.20","","","$186.27","none"
"Freelancer",2026-04,"$2,594.47","6130 Contractors: $685.28; 6723 Website Ad Creation Expense: $1,909.19","6723 Website Ad Creation Expense: $1,909.19","$1,909.19","","","$685.28","none"
"Freelancer",2026-05,"$2,331.87","6130 Contractors: $250.61; 6723 Website Ad Creation Expense: $2,081.26","6723 Website Ad Creation Expense: $2,081.26","$2,081.26","","","$250.61","none"
"GPA Logistics Group Inc.",2024-08,"$160,501.13","6348 Logistics Warehouse Expense: $160,501.13","","$0.00","","Other Miscellaneous Expense: $54,900.20","$105,600.93","none"
"GPA Logistics Group Inc.",2024-09,"$100,014.71","6348 Logistics Warehouse Expense: $100,014.71","","$0.00","","","$100,014.71","none"
"GPA Logistics Group Inc.",2024-10,"$86,153.23","6348 Logistics Warehouse Expense: $86,153.23","","$0.00","","","$86,153.23","none"
"GPA Logistics Group Inc.",2024-11,"$123,283.19","6348 Logistics Warehouse Expense: $123,283.19","","$0.00","","","$123,283.19","none"
"GPA Logistics Group Inc.",2024-12,"$112,680.88","6348 Logistics Warehouse Expense: $112,680.88","","$0.00","","","$112,680.88","none"
"GPA Logistics Group Inc.",2025-01,"$98,733.85","6348 Logistics Warehouse Expense: $98,733.85","","$0.00","","","$98,733.85","none"
"GPA Logistics Group Inc.",2025-02,"$94,247.62","6348 Logistics Warehouse Expense: $94,247.62","","$0.00","","","$94,247.62","none"
"GPA Logistics Group Inc.",2025-03,"$129,139.84","6348 Logistics Warehouse Expense: $129,139.84","","$0.00","","","$129,139.84","none"
"GPA Logistics Group Inc.",2025-04,"$145,227.01","6348 Logistics Warehouse Expense: $145,227.01","","$0.00","","","$145,227.01","none"
"GPA Logistics Group Inc.",2025-05,"$84,141.02","6348 Logistics Warehouse Expense: $84,141.02","","$0.00","","","$84,141.02","none"
"GPA Logistics Group Inc.",2025-06,"$75,932.29","6348 Logistics Warehouse Expense: $75,932.29","","$0.00","","","$75,932.29","none"
"GPA Logistics Group Inc.",2025-07,"$93,722.59","6348 Logistics Warehouse Expense: $93,722.59","","$0.00","","","$93,722.59","none"
"GPA Logistics Group Inc.",2025-08,"$87,831.73","6348 Logistics Warehouse Expense: $87,831.73","","$0.00","","","$87,831.73","none"
"GPA Logistics Group Inc.",2025-09,"$91,252.66","6348 Logistics Warehouse Expense: $91,252.66","","$0.00","","","$91,252.66","none"
"GPA Logistics Group Inc.",2025-10,"$82,318.62","6348 Logistics Warehouse Expense: $82,318.62","","$0.00","","","$82,318.62","none"
"GPA Logistics Group Inc.",2025-11,"$96,971.86","6348 Logistics Warehouse Expense: $96,971.86","","$0.00","","","$96,971.86","none"
"GPA Logistics Group Inc.",2025-12,"$96,866.28","6348 Logistics Warehouse Expense: $96,866.28","","$0.00","","","$96,866.28","none"
"GPA Logistics Group Inc.",2026-01,"$73,870.62","6348 Logistics Warehouse Expense: $73,870.62","6348 Logistics Warehouse Expense: $16,951.69","$16,951.69","","","$56,918.93","none"
"GPA Logistics Group Inc.",2026-02,"$78,391.45","6348 Logistics Warehouse Expense: $78,391.45","6348 Logistics Warehouse Expense: $31,341.15","$31,341.15","","","$47,050.30","none"
"GPA Logistics Group Inc.",2026-03,"$103,549.88","6348 Logistics Warehouse Expense: $103,549.88","6348 Logistics Warehouse Expense: $61,697.79","$61,697.79","","","$41,852.09","none"
"GPA Logistics Group Inc.",2026-04,"$101,428.01","6348 Logistics Warehouse Expense: $101,428.01","6348 Logistics Warehouse Expense: $33,615.01","$33,615.01","","","$67,813.00","none"
"GPA Logistics Group Inc.",2026-05,"$118,490.75","6348 Logistics Warehouse Expense: $118,490.75","6348 Logistics Warehouse Expense: $80,674.48","$80,674.48","","","$37,816.27","none"
"GPA Logistics Group Inc.",2026-06,"$137,921.86","6348 Logistics Warehouse Expense: $137,921.86","6348 Logistics Warehouse Expense: $132,125.59","$132,125.59","","","$5,796.27","none"
"GPA Logistics Group Inc.",2026-07,"$40,732.98","6348 Logistics Warehouse Expense: $40,732.98","6348 Logistics Warehouse Expense: $39,180.48","$39,180.48","","","$1,552.50","none"
"GS1 US, INC.",2024-08,"$6,215.00","6371 UPC Codes Expense: $6,215.00","","$0.00","","Other Miscellaneous Expense: $6,215.00","$0.00","none"
"GS1 US, INC.",2025-08,"$6,500.00","6371 UPC Codes Expense: $6,500.00","","$0.00","","","$6,500.00","none"
"GS1 US, INC.",2025-09,"$6,215.00","6371 UPC Codes Expense: $6,215.00","","$0.00","","","$6,215.00","none"
"GS1 US, INC.",2026-01,"$10,500.00","6371 UPC Codes Expense: $10,500.00","","$0.00","","","$10,500.00","none"
"GoDaddy",2024-10,"$45.34","6709 Web Hosting Expense: $45.34","","$0.00","","","$45.34","none"
"GoDaddy",2025-10,"$22.19","6709 Web Hosting Expense: $22.19","","$0.00","","","$22.19","none"
"Google LLC - Ads",2025-01,"$10,483.27","6713 Website Advertising Google: $10,483.27","","$0.00","","","$10,483.27","none"
"Google LLC - Ads",2025-02,"$10,077.17","6713 Website Advertising Google: $10,077.17","","$0.00","","","$10,077.17","none"
"Google LLC - Ads",2025-03,"$11,029.12","6713 Website Advertising Google: $11,029.12","","$0.00","","","$11,029.12","none"
"Google LLC - Ads",2025-04,"$8,147.44","6713 Website Advertising Google: $8,147.44","","$0.00","","","$8,147.44","none"
"Google LLC - Ads",2025-05,"$5,153.87","6713 Website Advertising Google: $5,153.87","","$0.00","","","$5,153.87","none"
"Google LLC - Ads",2025-06,"$4,377.06","6713 Website Advertising Google: $4,377.06","","$0.00","","","$4,377.06","none"
"Google LLC - Ads",2025-07,"$2,000.00","6713 Website Advertising Google: $2,000.00","","$0.00","","","$2,000.00","none"
"Google LLC - Ads",2025-08,"$2,586.13","6713 Website Advertising Google: $2,586.13","","$0.00","","","$2,586.13","none"
"Google LLC - Ads",2025-09,"$8,512.29","6713 Website Advertising Google: $8,512.29","","$0.00","","","$8,512.29","none"
"Google LLC - Ads",2025-10,"$3,000.00","6713 Website Advertising Google: $3,000.00","","$0.00","","","$3,000.00","none"
"Google LLC - Ads",2025-11,"$7,091.22","6713 Website Advertising Google: $7,091.22","","$0.00","","","$7,091.22","none"
"Google LLC - Ads",2025-12,"$8,747.84","6713 Website Advertising Google: $8,747.84","6713 Website Advertising Google: $4,000.00","$4,000.00","","","$4,747.84","none"
"Google LLC - Ads",2026-04,"$9,462.30","6713 Website Advertising Google: $9,462.30","6713 Website Advertising Google: $6,463.30","$6,463.30","","","$2,999.00","none"
"Google LLC - Ads",2026-05,"$8,997.00","6713 Website Advertising Google: $8,997.00","6713 Website Advertising Google: $6,999.00","$6,999.00","","","$1,998.00","none"
"Goop Kitchen",2025-10,"$152.01","6349 Meals & Entertainment: $152.01","","$0.00","","","$152.01","none"
"Guangzhou Blue Denim Apparel Co., Ltd",2026-05,"$426,057.07","6343 Inventory Adjustments Expense: $155,828.81; 1201 Inventory - ROF: $270,228.26","1201 Inventory - ROF: $270,228.26","$270,228.26","","","$155,828.81","none"
"Guangzhou Blue Denim Apparel Co., Ltd",2026-06,"$417,096.15","6343 Inventory Adjustments Expense: $143,651.80; 1201 Inventory - ROF: $273,444.35","1201 Inventory - ROF: $273,444.35","$273,444.35","","","$143,651.80","none"
"Guidos Pizza & Pasta",2024-10,"$98.88","6349 Meals & Entertainment: $98.88","","$0.00","","","$98.88","none"
"Health First New York",2025-10,"$1,104.58","6338 Medical Insurance Expense: $1,104.58","","$0.00","","","$1,104.58","none"
"Health First New York",2025-12,"$552.29","6338 Medical Insurance Expense: $552.29","","$0.00","","","$552.29","none"
"Health First New York",2026-01,"$798.57","6338 Medical Insurance Expense: $798.57","","$0.00","","","$798.57","none"
"Health First New York",2026-02,"$798.57","6338 Medical Insurance Expense: $798.57","","$0.00","","","$798.57","none"
"Health First New York",2026-03,"$798.57","6338 Medical Insurance Expense: $798.57","","$0.00","","","$798.57","none"
"Health First New York",2026-04,"$798.57","6338 Medical Insurance Expense: $798.57","","$0.00","","","$798.57","none"
"Health First New York",2026-05,"$798.57","6338 Medical Insurance Expense: $798.57","","$0.00","","","$798.57","none"
"Health First New York",2026-06,"$798.57","6338 Medical Insurance Expense: $798.57","","$0.00","","","$798.57","none"
"Health First New York",2026-07,"$798.57","6338 Medical Insurance Expense: $798.57","","$0.00","","","$798.57","none"
"Hello! Freeman",2025-01,"$1,758.32","6604 Promotional Events Expense: $1,758.32","","$0.00","","","$1,758.32","none"
"Henry Chan",2024-08,"$3,000.00","6130 Contractors: $3,000.00","","$0.00","","","$3,000.00","none"
"Henry Chan",2025-03,"$1,800.00","6130 Contractors: $1,800.00","","$0.00","","","$1,800.00","none"
"Hilton Hotels",2025-10,"$248.89","6332 Hotel Expense: $248.89","","$0.00","","","$248.89","none"
"Hilton Hotels",2025-11,"$1,131.53","6332 Hotel Expense: $1,131.53","","$0.00","","","$1,131.53","none"
"Hilton Hotels & Resorts Orlando",2025-01,"$2,357.18","6332 Hotel Expense: $2,357.18","","$0.00","","","$2,357.18","none"
"Hudson",2025-06,"$12.94","6351 Miscellaneous Expense - Travel: $12.94","","$0.00","","","$12.94","none"
"IDC",2024-09,"$1,825.84","8007 Uncategorized Expense: $1,825.84","","$0.00","","","$1,825.84","none"
"Ideal Fit Models",2025-11,"$360.00","5203 Fit Model Expense: $360.00","","$0.00","","","$360.00","none"
"Ideal Fit Models",2025-12,"$380.40","5203 Fit Model Expense: $380.40","","$0.00","","","$380.40","none"
"Interland Clothing",2024-09,"$220,190.76","8007 Uncategorized Expense: $220,190.76","","$0.00","","","$220,190.76","none"
"Interland Clothing",2025-02,"$2,800.00","1201 Inventory - ROF: $2,800.00","1201 Inventory - ROF: $2,800.00","$2,800.00","","","$0.00","none"
"Intuit",2024-09,"$448.62","6302 Accounting Software Expense: $448.62","","$0.00","","","$448.62","none"
"Intuit",2024-10,"$321.32","6302 Accounting Software Expense: $321.32","","$0.00","","","$321.32","none"
"Intuit",2024-11,"$203.25","6302 Accounting Software Expense: $203.25","","$0.00","","","$203.25","none"
"Intuit",2024-12,"$115.98","6302 Accounting Software Expense: $115.98","","$0.00","","","$115.98","none"
"Intuit",2025-01,"$815.18","6302 Accounting Software Expense: $815.18","","$0.00","","","$815.18","none"
"Intuit",2025-02,"$163.44","6302 Accounting Software Expense: $163.44","","$0.00","","","$163.44","none"
"Intuit",2025-03,"$177.15","6302 Accounting Software Expense: $177.15","","$0.00","","","$177.15","none"
"Intuit Payments",2025-03,"$100.64","6318 Credit Card Processing Fees QB: $100.64","","$0.00","","","$100.64","none"
"Irene Navarro",2024-08,"$1,037.90","6130 Contractors: $1,037.90","","$0.00","","Other Miscellaneous Expense: $1,037.90","$0.00","none"
"Irene Navarro",2024-11,"$6,942.51","6130 Contractors: $6,942.51","","$0.00","","","$6,942.51","none"
"Irene Navarro",2024-12,"$1,241.87","6130 Contractors: $1,241.87","","$0.00","","","$1,241.87","none"
"Irene Navarro",2025-01,"$3,297.77","6130 Contractors: $3,297.77","","$0.00","","","$3,297.77","none"
"Irene Navarro",2025-02,"$2,557.39","6130 Contractors: $2,557.39","","$0.00","","","$2,557.39","none"
"Irene Navarro",2025-03,"$5,668.33","6130 Contractors: $5,668.33","","$0.00","","","$5,668.33","none"
"Irene Navarro",2025-05,"$370.00","6130 Contractors: $370.00","","$0.00","","","$370.00","none"
"Irene Navarro",2025-06,"$2,148.02","6130 Contractors: $2,148.02","","$0.00","","","$2,148.02","none"
"Irene Navarro",2025-07,"$888.72","6130 Contractors: $888.72","","$0.00","","","$888.72","none"
"Irene Navarro",2025-09,"$2,222.50","6130 Contractors: $2,222.50","","$0.00","","","$2,222.50","none"
"Irene Navarro",2025-10,"$1,190.93","6130 Contractors: $1,190.93","","$0.00","","","$1,190.93","none"
"Irene Navarro",2025-11,"$3,385.56","6130 Contractors: $3,385.56","","$0.00","","","$3,385.56","none"
"Irene Navarro",2025-12,"$2,516.50","6130 Contractors: $2,516.50","","$0.00","","","$2,516.50","none"
"Irene Navarro",2026-01,"$3,664.25","6130 Contractors: $3,664.25","","$0.00","","","$3,664.25","none"
"Irene Navarro",2026-02,"$2,136.10","6130 Contractors: $2,136.10","","$0.00","","","$2,136.10","none"
"Irene Navarro",2026-03,"$2,193.03","6130 Contractors: $2,193.03","","$0.00","","","$2,193.03","none"
"Irene Navarro",2026-04,"$307.69","6130 Contractors: $307.69","","$0.00","","","$307.69","none"
"Irene Navarro",2026-06,"$733.39","6130 Contractors: $733.39","","$0.00","","","$733.39","none"
"Isaac Bitton",2024-12,"$2,338.53","8007 Uncategorized Expense: $2,338.53","","$0.00","","","$2,338.53","none"
"Isaac Bitton",2025-02,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-03,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-04,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-05,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-06,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-07,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-08,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-09,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-10,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-11,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2025-12,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2026-01,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2026-02,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2026-03,"$3,333.33","8007 Uncategorized Expense: $3,333.33","","$0.00","","","$3,333.33","none"
"Isaac Bitton",2026-04,"$2,666.66","8007 Uncategorized Expense: $2,666.66","","$0.00","","","$2,666.66","none"
"Isaac Bitton",2026-05,"$2,666.66","8007 Uncategorized Expense: $2,666.66","","$0.00","","","$2,666.66","none"
"Isaac Bitton",2026-06,"$2,666.66","8007 Uncategorized Expense: $2,666.66","","$0.00","","","$2,666.66","none"
"Isaac Bitton",2026-07,"$2,666.66","8007 Uncategorized Expense: $2,666.66","","$0.00","","","$2,666.66","none"
"JMG HK Ltd",2026-05,"$9,171.56","1201 Inventory - ROF: $9,171.56","1201 Inventory - ROF: $9,171.56","$9,171.56","","","$0.00","none"
"JSHU Investments",2024-10,"$5,350.00","6360 Rent Expense: $5,350.00","","$0.00","","","$5,350.00","none"
"Jet Blue",2025-08,"$2,946.60","6303 Air Fare Expense: $2,946.60","","$0.00","","","$2,946.60","none"
"Josefina Higuera",2024-11,"$1,800.00","6130 Contractors: $1,800.00","","$0.00","","","$1,800.00","none"
"Josefina Higuera",2025-01,"$32.00","6130 Contractors: $32.00","","$0.00","","","$32.00","none"
"Josefina Higuera",2025-04,"$116.81","6130 Contractors: $116.81","","$0.00","","","$116.81","none"
"Josefina Higuera",2025-08,"$100.00","6130 Contractors: $100.00","","$0.00","","","$100.00","none"
"Josefina Higuera",2025-12,"$44.00","6130 Contractors: $44.00","","$0.00","","","$44.00","none"
"Josefina Higuera",2026-04,"$62.35","6130 Contractors: $62.35","","$0.00","","","$62.35","none"
"Josue Gonzalez.",2024-09,"$252.74","6130 Contractors: $252.74","","$0.00","","","$252.74","none"
"Josue Gonzalez.",2024-10,"$318.74","6130 Contractors: $318.74","","$0.00","","","$318.74","none"
"Josue Gonzalez.",2024-11,"$341.33","6130 Contractors: $341.33","","$0.00","","","$341.33","none"
"Josue Gonzalez.",2024-12,"$402.70","6130 Contractors: $402.70","","$0.00","","","$402.70","none"
"Josue Gonzalez.",2025-01,"$746.50","6130 Contractors: $746.50","","$0.00","","","$746.50","none"
"Josue Gonzalez.",2025-02,"$179.50","6130 Contractors: $179.50","","$0.00","","","$179.50","none"
"Josue Gonzalez.",2025-04,"$3,744.22","6130 Contractors: $3,744.22","","$0.00","","","$3,744.22","none"
"Josue Gonzalez.",2025-05,"$371.67","6130 Contractors: $371.67","","$0.00","","","$371.67","none"
"Josue Gonzalez.",2025-06,"$849.80","6130 Contractors: $849.80","","$0.00","","","$849.80","none"
"Josue Gonzalez.",2025-07,"$969.82","6130 Contractors: $969.82","","$0.00","","","$969.82","none"
"Josue Gonzalez.",2025-08,"$578.96","6130 Contractors: $578.96","","$0.00","","","$578.96","none"
"Josue Gonzalez.",2025-09,"$943.67","6130 Contractors: $943.67","","$0.00","","","$943.67","none"
"Josue Gonzalez.",2025-10,"$948.55","6130 Contractors: $948.55","","$0.00","","","$948.55","none"
"Josue Gonzalez.",2025-11,"$429.06","6130 Contractors: $429.06","","$0.00","","","$429.06","none"
"Josue Gonzalez.",2025-12,"$536.15","6130 Contractors: $536.15","","$0.00","","","$536.15","none"
"Josue Gonzalez.",2026-02,"$6,178.90","6130 Contractors: $6,178.90","","$0.00","","","$6,178.90","none"
"Josue Gonzalez.",2026-03,"$6,059.41","6130 Contractors: $6,059.41","","$0.00","","","$6,059.41","none"
"June Macabanti",2026-03,"$422.97","6130 Contractors: $422.97","","$0.00","","","$422.97","none"
"June Macabanti",2026-04,"$1,317.67","6130 Contractors: $1,317.67","","$0.00","","","$1,317.67","none"
"June Macabanti",2026-05,"$648.82","6130 Contractors: $648.82","","$0.00","","","$648.82","none"
"Kaiser Permanente",2024-09,"$10,445.78","6338 Medical Insurance Expense: $10,445.78","","$0.00","","","$10,445.78","none"
"Kaiser Permanente",2024-10,"$10,445.78","6338 Medical Insurance Expense: $10,445.78","","$0.00","","","$10,445.78","none"
"Kaiser Permanente",2024-11,"$10,445.78","6338 Medical Insurance Expense: $10,445.78","","$0.00","","","$10,445.78","none"
"Kaiser Permanente",2024-12,"$10,445.78","6338 Medical Insurance Expense: $10,445.78","","$0.00","","","$10,445.78","none"
"Kaiser Permanente",2025-01,"$4,849.66","6338 Medical Insurance Expense: $4,849.66","","$0.00","","","$4,849.66","none"
"Kaiser Permanente",2025-02,"$7,647.72","6338 Medical Insurance Expense: $7,647.72","","$0.00","","","$7,647.72","none"
"Kaiser Permanente",2025-03,"$7,647.72","6338 Medical Insurance Expense: $7,647.72","","$0.00","","","$7,647.72","none"
"Kaiser Permanente",2025-04,"$8,236.60","6338 Medical Insurance Expense: $8,236.60","","$0.00","","","$8,236.60","none"
"Kaiser Permanente",2025-05,"$8,245.66","6338 Medical Insurance Expense: $8,245.66","","$0.00","","","$8,245.66","none"
"Kaiser Permanente",2025-06,"$8,245.66","6338 Medical Insurance Expense: $8,245.66","","$0.00","","","$8,245.66","none"
"Kaiser Permanente",2025-07,"$8,245.66","6338 Medical Insurance Expense: $8,245.66","","$0.00","","","$8,245.66","none"
"Kaiser Permanente",2025-08,"$8,245.66","6338 Medical Insurance Expense: $8,245.66","","$0.00","","","$8,245.66","none"
"Kaiser Permanente",2025-09,"$8,245.66","6338 Medical Insurance Expense: $8,245.66","","$0.00","","","$8,245.66","none"
"Kaiser Permanente",2025-10,"$8,245.66","6338 Medical Insurance Expense: $8,245.66","","$0.00","","","$8,245.66","none"
"Kaiser Permanente",2025-11,"$8,245.66","6338 Medical Insurance Expense: $8,245.66","","$0.00","","","$8,245.66","none"
"Kaiser Permanente",2025-12,"$8,245.66","6338 Medical Insurance Expense: $8,245.66","","$0.00","","","$8,245.66","none"
"Kaiser Permanente",2026-01,"$15,623.48","6338 Medical Insurance Expense: $15,623.48","","$0.00","","","$15,623.48","none"
"Kaiser Permanente",2026-02,"$7,811.74","6338 Medical Insurance Expense: $7,811.74","","$0.00","","","$7,811.74","none"
"Kaiser Permanente",2026-03,"$6,511.42","6338 Medical Insurance Expense: $6,511.42","","$0.00","","","$6,511.42","none"
"Kaiser Permanente",2026-04,"$7,967.34","6338 Medical Insurance Expense: $7,967.34","","$0.00","","","$7,967.34","none"
"Kaiser Permanente",2026-05,"$7,967.34","6338 Medical Insurance Expense: $7,967.34","","$0.00","","","$7,967.34","none"
"Keith R Brookenthal MD",2025-06,"$10.00","8007 Uncategorized Expense: $10.00","","$0.00","","","$10.00","none"
"LA DWP",2024-08,"$90.11","6350 Miscellaneous Expense: $90.11","","$0.00","","Other Miscellaneous Expense: $90.11","$0.00","none"
"Lanny K.W. Inc.",2025-12,"$1,025.00","8007 Uncategorized Expense: $1,025.00","","$0.00","","","$1,025.00","none"
"Lanny K.W. Inc.",2026-03,"$2,112.50","8007 Uncategorized Expense: $2,112.50","","$0.00","","","$2,112.50","none"
"Lehosheet Yad L.A",2025-05,"$7,500.00","6309 Charitable Contributions: $7,500.00","","$0.00","","","$7,500.00","none"
"Los Angeles County Tax Collector",2025-08,"$3,254.85","6359 Property Tax Expense: $3,254.85","","$0.00","","","$3,254.85","none"
"Lyft Ride",2025-06,"$137.91","6370 Travel: $137.91","","$0.00","","","$137.91","none"
"Mama's Donuts",2025-09,"$37.71","6349 Meals & Entertainment: $37.71","","$0.00","","","$37.71","none"
"Mama's Donuts",2025-11,"$22.00","6349 Meals & Entertainment: $22.00","","$0.00","","","$22.00","none"
"Marissa Morin",2025-01,"$500.00","6130 Contractors: $500.00","","$0.00","","","$500.00","none"
"Marlin Business Bank -Peac Solutions",2024-08,"$695.33","6327 Equipment Rental: $695.33","","$0.00","","","$695.33","none"
"Marlin Business Bank -Peac Solutions",2024-09,"$695.33","6327 Equipment Rental: $695.33","","$0.00","","","$695.33","none"
"Marlin Business Bank -Peac Solutions",2024-10,"$695.33","6327 Equipment Rental: $695.33","","$0.00","","","$695.33","none"
"Marlin Business Bank -Peac Solutions",2024-11,"$695.33","6327 Equipment Rental: $695.33","","$0.00","","","$695.33","none"
"Marlin Business Bank -Peac Solutions",2024-12,"$790.58","6327 Equipment Rental: $790.58","","$0.00","","","$790.58","none"
"Marlin Business Bank -Peac Solutions",2025-01,"$695.33","6327 Equipment Rental: $695.33","","$0.00","","","$695.33","none"
"Marlin Business Bank -Peac Solutions",2025-02,"$695.33","6327 Equipment Rental: $695.33","","$0.00","","","$695.33","none"
"Marlin Business Bank -Peac Solutions",2025-03,"$695.33","6327 Equipment Rental: $695.33","","$0.00","","","$695.33","none"
"Marlin Business Bank -Peac Solutions",2025-04,"$696.92","6327 Equipment Rental: $696.92","","$0.00","","","$696.92","none"
"Marlin Business Bank -Peac Solutions",2025-05,"$696.92","6327 Equipment Rental: $696.92","","$0.00","","","$696.92","none"
"Marlin Business Bank -Peac Solutions",2025-07,"$1,008.80","6327 Equipment Rental: $1,008.80","","$0.00","","","$1,008.80","none"
"Marlin Business Bank -Peac Solutions",2025-08,"$1,419.44","6327 Equipment Rental: $1,419.44","","$0.00","","","$1,419.44","none"
"Marlin Business Bank -Peac Solutions",2025-09,"$792.17","6327 Equipment Rental: $792.17","","$0.00","","","$792.17","none"
"Marlin Business Bank -Peac Solutions",2025-10,"$779.15","6327 Equipment Rental: $779.15","","$0.00","","","$779.15","none"
"Marlin Business Bank -Peac Solutions",2025-12,"$1,489.09","6327 Equipment Rental: $1,489.09","","$0.00","","","$1,489.09","none"
"Marlin Business Bank -Peac Solutions",2026-01,"$696.92","6327 Equipment Rental: $696.92","","$0.00","","","$696.92","none"
"Marlin Business Bank -Peac Solutions",2026-02,"$696.92","6327 Equipment Rental: $696.92","","$0.00","","","$696.92","none"
"Marlin Business Bank -Peac Solutions",2026-03,"$696.92","6327 Equipment Rental: $696.92","","$0.00","","","$696.92","none"
"Marlin Business Bank -Peac Solutions",2026-04,"$696.92","6327 Equipment Rental: $696.92","","$0.00","","","$696.92","none"
"Mass Apparel International",2024-08,"$0.70","8007 Uncategorized Expense: $0.70","","$0.00","","","$0.70","none"
"Master Int'l Air, Inc.",2024-12,"$2,612.70","5402 Freight In Expense: $2,612.70","","$0.00","","","$2,612.70","none"
"Master Int'l Air, Inc.",2025-01,"$1,019.85","5402 Freight In Expense: $1,019.85","","$0.00","","","$1,019.85","none"
"Master Int'l Air, Inc.",2025-03,"$867.80","5402 Freight In Expense: $867.80","","$0.00","","","$867.80","none"
"Master Int'l Air, Inc.",2025-04,"$765.35","5402 Freight In Expense: $765.35","","$0.00","","","$765.35","none"
"Master Int'l Air, Inc.",2025-05,"$8.99","5402 Freight In Expense: $8.99","","$0.00","","","$8.99","none"
"Master Int'l Air, Inc.",2025-06,"$1,721.69","5402 Freight In Expense: $1,721.69","","$0.00","","","$1,721.69","none"
"Master Int'l Air, Inc.",2025-07,"$921.93","5402 Freight In Expense: $921.93","","$0.00","","","$921.93","none"
"Master Int'l Air, Inc.",2025-10,"$798.01","5402 Freight In Expense: $798.01","","$0.00","","","$798.01","none"
"Master Int'l Air, Inc.",2025-11,"$530.45","5402 Freight In Expense: $530.45","","$0.00","","","$530.45","none"
"Master Int'l Air, Inc.",2025-12,"$1,417.95","5402 Freight In Expense: $1,417.95","","$0.00","","","$1,417.95","none"
"Master Int'l Air, Inc.",2026-01,"$683.70","5402 Freight In Expense: $683.70","","$0.00","","","$683.70","none"
"Master Int'l Air, Inc.",2026-02,"$1,281.65","5402 Freight In Expense: $1,281.65","","$0.00","","","$1,281.65","none"
"Master Int'l Air, Inc.",2026-03,"$757.30","5402 Freight In Expense: $757.30","","$0.00","","","$757.30","none"
"Master Int'l Air, Inc.",2026-04,"$678.25","5402 Freight In Expense: $678.25","","$0.00","","","$678.25","none"
"Meghan Tudor",2024-08,"$492.50","6130 Contractors: $492.50","","$0.00","","Other Miscellaneous Expense: $492.50","$0.00","none"
"Meghan Tudor",2024-11,"$160.00","6130 Contractors: $160.00","","$0.00","","","$160.00","none"
"Meghan Tudor",2025-03,"$160.00","6130 Contractors: $160.00","","$0.00","","","$160.00","none"
"Mercato",2025-06,"$505.18","6349 Meals & Entertainment: $505.18","","$0.00","","","$505.18","none"
"Mercedes Benz Financial Services",2024-09,"$3,101.08","6304 Auto Expense: $3,101.08","","$0.00","","","$3,101.08","none"
"Mercedes Benz Financial Services",2024-11,"$1,550.54","6304 Auto Expense: $1,550.54","","$0.00","","","$1,550.54","none"
"Mercedes Benz Financial Services",2024-12,"$300.54","6304 Auto Expense: $300.54","","$0.00","","","$300.54","none"
"Mercedes Benz Financial Services",2025-01,"$1,500.54","6304 Auto Expense: $1,500.54","","$0.00","","","$1,500.54","none"
"Mercedes Benz Financial Services",2025-02,"$1,500.54","6304 Auto Expense: $1,500.54","","$0.00","","","$1,500.54","none"
"Mercedes Benz Financial Services",2025-03,"$1,500.54","6304 Auto Expense: $1,500.54","","$0.00","","","$1,500.54","none"
"Mercedes Benz Financial Services",2025-04,"$1,503.97","6304 Auto Expense: $1,503.97","","$0.00","","","$1,503.97","none"
"Mercedes Benz Financial Services",2025-05,"$1,550.54","6304 Auto Expense: $1,550.54","","$0.00","","","$1,550.54","none"
"Mercedes Benz Financial Services",2025-06,"$1,550.54","6304 Auto Expense: $1,550.54","","$0.00","","","$1,550.54","none"
"Mercedes Benz Financial Services",2025-07,"$1,550.54","6304 Auto Expense: $1,550.54","","$0.00","","","$1,550.54","none"
